ID	Accession	Run title	BioProject accession	Experiment accession	Run data file type	File name 1	MD5 checksum 1	DownLoad1	File name 2	MD5 checksum 2	DownLoad2	Reference file name	MD5 for reference file	Assembly Name or Accession	Assembly Accession URL	other_db	accession_in_other_db	other_db_url
143	CRR504296	An441A	PRJCA009749	CRX444702	fastq	CRR504296_f1.fq.gz (3671543952 bytes)	c0fef2c5c9d6ac6e2e2f2b83ae61c8da	ftp://download.big.ac.cn/gsa/CRA007020/CRR504296/CRR504296_f1.fq.gz	CRR504296_r2.fq.gz (3925685252 bytes)	113ba7cda20ce7a3b9fd51d89c225619	ftp://download.big.ac.cn/gsa/CRA007020/CRR504296/CRR504296_r2.fq.gz							
144	CRR504297	Nan5	PRJCA009749	CRX444703	fastq	CRR504297_f1.fq.gz (3946433319 bytes)	7e31da03544604a90e2feb839cee952a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504297/CRR504297_f1.fq.gz	CRR504297_r2.fq.gz (4392673904 bytes)	44666a1cbdc768b469662bb8d8737595	ftp://download.big.ac.cn/gsa/CRA007020/CRR504297/CRR504297_r2.fq.gz							
145	CRR504298	Hexuan18	PRJCA009749	CRX444704	fastq	CRR504298_f1.fq.gz (3689457286 bytes)	cd402554af82d0323561290c14915221	ftp://download.big.ac.cn/gsa/CRA007020/CRR504298/CRR504298_f1.fq.gz	CRR504298_r2.fq.gz (3911785344 bytes)	354da93bff22682a4dadf7d6c95f9cbe	ftp://download.big.ac.cn/gsa/CRA007020/CRR504298/CRR504298_r2.fq.gz							
146	CRR504299	Xiongzhang	PRJCA009749	CRX444705	fastq	CRR504299_f1.fq.gz (3328750798 bytes)	5b4b8f0448c764edc7003e36cc6d8957	ftp://download.big.ac.cn/gsa/CRA007020/CRR504299/CRR504299_f1.fq.gz	CRR504299_r2.fq.gz (3537701210 bytes)	35385e26e7da88cab11b7e46e478c2a2	ftp://download.big.ac.cn/gsa/CRA007020/CRR504299/CRR504299_r2.fq.gz							
147	CRR504300	CGNS	PRJCA009749	CRX444706	fastq	CRR504300_f1.fq.gz (3679624684 bytes)	65d9e2c377a5aa9816393958b076daec	ftp://download.big.ac.cn/gsa/CRA007020/CRR504300/CRR504300_f1.fq.gz	CRR504300_r2.fq.gz (3905765924 bytes)	4ec75dfcf757b57b9d7ee06203671fc0	ftp://download.big.ac.cn/gsa/CRA007020/CRR504300/CRR504300_r2.fq.gz							
148	CRR504301	HR30	PRJCA009749	CRX444707	fastq	CRR504301_f1.fq.gz (3689020977 bytes)	87b5b0fea5b1b4b0cef713919309bf90	ftp://download.big.ac.cn/gsa/CRA007020/CRR504301/CRR504301_f1.fq.gz	CRR504301_r2.fq.gz (4105779399 bytes)	ca5b5d3402308de4c61032a144327096	ftp://download.big.ac.cn/gsa/CRA007020/CRR504301/CRR504301_r2.fq.gz							
149	CRR504302	KL613	PRJCA009749	CRX444708	fastq	CRR504302_f1.fq.gz (3827393271 bytes)	7b42373f724d596cb7549f720e22de6d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504302/CRR504302_f1.fq.gz	CRR504302_r2.fq.gz (4058253682 bytes)	006e4ede71c4824244b62f7fe3ca4e1d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504302/CRR504302_r2.fq.gz							
150	CRR504303	1186	PRJCA009749	CRX444709	fastq	CRR504303_f1.fq.gz (3542183042 bytes)	6b9799b10920e94c20771391fb286082	ftp://download.big.ac.cn/gsa/CRA007020/CRR504303/CRR504303_f1.fq.gz	CRR504303_r2.fq.gz (3991046787 bytes)	6e0d4acca56889d3bbc96f2fd038394a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504303/CRR504303_r2.fq.gz							
151	CRR504304	KL45	PRJCA009749	CRX444710	fastq	CRR504304_f1.fq.gz (4095005302 bytes)	c1549dd003b57462892a29feeefef375	ftp://download.big.ac.cn/gsa/CRA007020/CRR504304/CRR504304_f1.fq.gz	CRR504304_r2.fq.gz (4620048319 bytes)	3844545c168a7757d8a0b6f0a4a25aab	ftp://download.big.ac.cn/gsa/CRA007020/CRR504304/CRR504304_r2.fq.gz							
152	CRR504305	HB410	PRJCA009749	CRX444711	fastq	CRR504305_f1.fq.gz (3116054101 bytes)	fe1542a03fff7a3d675602c9ed64f1d9	ftp://download.big.ac.cn/gsa/CRA007020/CRR504305/CRR504305_f1.fq.gz	CRR504305_r2.fq.gz (3318339403 bytes)	cfb3064942c607ad514d14364491c94c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504305/CRR504305_r2.fq.gz							
153	CRR504306	1125	PRJCA009749	CRX444712	fastq	CRR504306_f1.fq.gz (3866892377 bytes)	7dd289fc8b03b95c05a5bf1414a68145	ftp://download.big.ac.cn/gsa/CRA007020/CRR504306/CRR504306_f1.fq.gz	CRR504306_r2.fq.gz (4158183974 bytes)	5a49e5d3a25ea8707bd6143dc89a9acf	ftp://download.big.ac.cn/gsa/CRA007020/CRR504306/CRR504306_r2.fq.gz							
154	CRR504307	KL632	PRJCA009749	CRX444713	fastq	CRR504307_f1.fq.gz (3619483061 bytes)	6fbf0533a292155c3b48be6485f36b29	ftp://download.big.ac.cn/gsa/CRA007020/CRR504307/CRR504307_f1.fq.gz	CRR504307_r2.fq.gz (3887995380 bytes)	ca75a9ec7387dc150d13c1ddbb33082d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504307/CRR504307_r2.fq.gz							
155	CRR504308	HB448	PRJCA009749	CRX444714	fastq	CRR504308_f1.fq.gz (4542780744 bytes)	b187ab52d3096d1e03c8b219719c2230	ftp://download.big.ac.cn/gsa/CRA007020/CRR504308/CRR504308_f1.fq.gz	CRR504308_r2.fq.gz (4767469079 bytes)	3be2ccda5c54388b74b651c246f737aa	ftp://download.big.ac.cn/gsa/CRA007020/CRR504308/CRR504308_r2.fq.gz							
156	CRR504309	HB3	PRJCA009749	CRX444715	fastq	CRR504309_f1.fq.gz (3663893856 bytes)	0190669812e5964e91b32176ccad8dd2	ftp://download.big.ac.cn/gsa/CRA007020/CRR504309/CRR504309_f1.fq.gz	CRR504309_r2.fq.gz (4123811452 bytes)	e664a320ebaa36bdf887ec42c7c668cd	ftp://download.big.ac.cn/gsa/CRA007020/CRR504309/CRR504309_r2.fq.gz							
157	CRR504310	HB280	PRJCA009749	CRX444716	fastq	CRR504310_f1.fq.gz (4054139437 bytes)	d4f4cef30bd021f945f5c83f97a0e6b5	ftp://download.big.ac.cn/gsa/CRA007020/CRR504310/CRR504310_f1.fq.gz	CRR504310_r2.fq.gz (4601449278 bytes)	dd38cc6708f01511e229298a3da2a444	ftp://download.big.ac.cn/gsa/CRA007020/CRR504310/CRR504310_r2.fq.gz							
158	CRR504311	HB322	PRJCA009749	CRX444717	fastq	CRR504311_f1.fq.gz (3997038132 bytes)	6b203c842c8e81d151aaaf7e14df1507	ftp://download.big.ac.cn/gsa/CRA007020/CRR504311/CRR504311_f1.fq.gz	CRR504311_r2.fq.gz (4540412799 bytes)	082b106bf23c027fd863cbcfb7f8adba	ftp://download.big.ac.cn/gsa/CRA007020/CRR504311/CRR504311_r2.fq.gz							
159	CRR504312	HB355	PRJCA009749	CRX444718	fastq	CRR504312_f1.fq.gz (4117777494 bytes)	40a4fdc0f8a6ce3b35b881eae81d8071	ftp://download.big.ac.cn/gsa/CRA007020/CRR504312/CRR504312_f1.fq.gz	CRR504312_r2.fq.gz (4704076142 bytes)	0be9ac36ba1989c2d8624fd3883d26df	ftp://download.big.ac.cn/gsa/CRA007020/CRR504312/CRR504312_r2.fq.gz							
160	CRR504313	HA667	PRJCA009749	CRX444719	fastq	CRR504313_f1.fq.gz (3390242086 bytes)	e3aee0126b4b3155251ba1fd0885b8ad	ftp://download.big.ac.cn/gsa/CRA007020/CRR504313/CRR504313_f1.fq.gz	CRR504313_r2.fq.gz (3562169131 bytes)	9b5b785a934607719f9f14bb5e3017df	ftp://download.big.ac.cn/gsa/CRA007020/CRR504313/CRR504313_r2.fq.gz							
161	CRR504314	DN139	PRJCA009749	CRX444720	fastq	CRR504314_f1.fq.gz (3795133593 bytes)	32c796053c2b9dbf1bd62bee95e62b56	ftp://download.big.ac.cn/gsa/CRA007020/CRR504314/CRR504314_f1.fq.gz	CRR504314_r2.fq.gz (4350875219 bytes)	f6bbb2b7454f7445074b45a078fae90b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504314/CRR504314_r2.fq.gz							
162	CRR504315	DN1722	PRJCA009749	CRX444721	fastq	CRR504315_f1.fq.gz (3703503261 bytes)	ae978c6608bb8bf25044006931dd0445	ftp://download.big.ac.cn/gsa/CRA007020/CRR504315/CRR504315_f1.fq.gz	CRR504315_r2.fq.gz (3881734115 bytes)	45d67edae76b6d4181dc873d0196f539	ftp://download.big.ac.cn/gsa/CRA007020/CRR504315/CRR504315_r2.fq.gz							
163	CRR504316	DN003	PRJCA009749	CRX444722	fastq	CRR504316_f1.fq.gz (4542773008 bytes)	600dfb6cc36ceb281b89d23984022315	ftp://download.big.ac.cn/gsa/CRA007020/CRR504316/CRR504316_f1.fq.gz	CRR504316_r2.fq.gz (5193779410 bytes)	6cfe0c19e30d84750876f6d1a2740adf	ftp://download.big.ac.cn/gsa/CRA007020/CRR504316/CRR504316_r2.fq.gz							
164	CRR504317	DN444	PRJCA009749	CRX444723	fastq	CRR504317_f1.fq.gz (4085864489 bytes)	2413d13446ad07b02df7cb6dafd57a77	ftp://download.big.ac.cn/gsa/CRA007020/CRR504317/CRR504317_f1.fq.gz	CRR504317_r2.fq.gz (4275786107 bytes)	bb39ff5b2fa15f91861d99f17d1ae690	ftp://download.big.ac.cn/gsa/CRA007020/CRR504317/CRR504317_r2.fq.gz							
165	CRR504318	DN6217	PRJCA009749	CRX444724	fastq	CRR504318_f1.fq.gz (3560653208 bytes)	7349d7e283deaacfb54fd92ca8204f5c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504318/CRR504318_f1.fq.gz	CRR504318_r2.fq.gz (4069985283 bytes)	cd9fc91723dc8a6f420b3502d2df5d75	ftp://download.big.ac.cn/gsa/CRA007020/CRR504318/CRR504318_r2.fq.gz							
166	CRR504319	DN4402	PRJCA009749	CRX444725	fastq	CRR504319_f1.fq.gz (3909339891 bytes)	ba0fddb101651c4770e77470bb433738	ftp://download.big.ac.cn/gsa/CRA007020/CRR504319/CRR504319_f1.fq.gz	CRR504319_r2.fq.gz (4077024739 bytes)	fc1cf45cc074929c32d2fc5789d66447	ftp://download.big.ac.cn/gsa/CRA007020/CRR504319/CRR504319_r2.fq.gz							
167	CRR504320	Hexi15_2	PRJCA009749	CRX444726	fastq	CRR504320_f1.fq.gz (3238606963 bytes)	0041f23977f7548698d26266f391262d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504320/CRR504320_f1.fq.gz	CRR504320_r2.fq.gz (3384540312 bytes)	ad908eb7e6caca5ba6d82211118b1e11	ftp://download.big.ac.cn/gsa/CRA007020/CRR504320/CRR504320_r2.fq.gz							
168	CRR504321	Hexi15_9	PRJCA009749	CRX444727	fastq	CRR504321_f1.fq.gz (3541141868 bytes)	f0d6bbf14bdc87e5d0cb1740bb5dc20e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504321/CRR504321_f1.fq.gz	CRR504321_r2.fq.gz (3666741235 bytes)	0b3c534060e29582c297dabc7ecd8043	ftp://download.big.ac.cn/gsa/CRA007020/CRR504321/CRR504321_r2.fq.gz							
169	CRR504322	Hexi15_17	PRJCA009749	CRX444728	fastq	CRR504322_f1.fq.gz (3661136648 bytes)	55674761f4b5abd30fe17966e3caefdf	ftp://download.big.ac.cn/gsa/CRA007020/CRR504322/CRR504322_f1.fq.gz	CRR504322_r2.fq.gz (4245963947 bytes)	05984006b4bd4b4f472f9da5ffbe7cb7	ftp://download.big.ac.cn/gsa/CRA007020/CRR504322/CRR504322_r2.fq.gz							
170	CRR504323	HRB16001	PRJCA009749	CRX444729	fastq	CRR504323_f1.fq.gz (3916362987 bytes)	bc80933991c163d490905c0258fda741	ftp://download.big.ac.cn/gsa/CRA007020/CRR504323/CRR504323_f1.fq.gz	CRR504323_r2.fq.gz (4239548168 bytes)	e52b219c54bf7aab22ff7f3ef1cf5fbd	ftp://download.big.ac.cn/gsa/CRA007020/CRR504323/CRR504323_r2.fq.gz							
171	CRR504324	HRB16008	PRJCA009749	CRX444730	fastq	CRR504324_f1.fq.gz (4091319435 bytes)	3b422f556ec3c11d04c079b5c78820d2	ftp://download.big.ac.cn/gsa/CRA007020/CRR504324/CRR504324_f1.fq.gz	CRR504324_r2.fq.gz (4483634959 bytes)	485682022b4130a71da2e537bfda60bf	ftp://download.big.ac.cn/gsa/CRA007020/CRR504324/CRR504324_r2.fq.gz							
172	CRR504325	HRB16014	PRJCA009749	CRX444731	fastq	CRR504325_f1.fq.gz (3248601646 bytes)	6b52adc6e63440711297f606e5affcb0	ftp://download.big.ac.cn/gsa/CRA007020/CRR504325/CRR504325_f1.fq.gz	CRR504325_r2.fq.gz (3531379410 bytes)	3e173081a75bcd4e7a42a59014d6c1b4	ftp://download.big.ac.cn/gsa/CRA007020/CRR504325/CRR504325_r2.fq.gz							
173	CRR504326	HRB16025	PRJCA009749	CRX444732	fastq	CRR504326_f1.fq.gz (3966081939 bytes)	3742b7b94fcf1743ffb4d6f979e335ea	ftp://download.big.ac.cn/gsa/CRA007020/CRR504326/CRR504326_f1.fq.gz	CRR504326_r2.fq.gz (4316852217 bytes)	b8f8e88a13870d5413e3c69792ce4e3a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504326/CRR504326_r2.fq.gz							
174	CRR504327	HRB16026	PRJCA009749	CRX444733	fastq	CRR504327_f1.fq.gz (3631943200 bytes)	bcd8db0c7a9b36cf95d8d89dc77b2b76	ftp://download.big.ac.cn/gsa/CRA007020/CRR504327/CRR504327_f1.fq.gz	CRR504327_r2.fq.gz (3935796356 bytes)	4290ca9e716d7484f7615dc641e2384b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504327/CRR504327_r2.fq.gz							
175	CRR504328	HRB16027	PRJCA009749	CRX444734	fastq	CRR504328_f1.fq.gz (3414801392 bytes)	cbb11c067760fd430f6bc75ceaec9ce2	ftp://download.big.ac.cn/gsa/CRA007020/CRR504328/CRR504328_f1.fq.gz	CRR504328_r2.fq.gz (3675244613 bytes)	fcf31dc8a8c0946149149de3be278e89	ftp://download.big.ac.cn/gsa/CRA007020/CRR504328/CRR504328_r2.fq.gz							
176	CRR504329	HRB16031	PRJCA009749	CRX444735	fastq	CRR504329_f1.fq.gz (4649627431 bytes)	ed404b6e6f86c427d49d98d53200db64	ftp://download.big.ac.cn/gsa/CRA007020/CRR504329/CRR504329_f1.fq.gz	CRR504329_r2.fq.gz (4959377933 bytes)	e173ef7533b44259cc3ee970326637d9	ftp://download.big.ac.cn/gsa/CRA007020/CRR504329/CRR504329_r2.fq.gz							
177	CRR504330	HRB16033	PRJCA009749	CRX444736	fastq	CRR504330_f1.fq.gz (4420990524 bytes)	5a7dbae54e64316bef43a86a74392811	ftp://download.big.ac.cn/gsa/CRA007020/CRR504330/CRR504330_f1.fq.gz	CRR504330_r2.fq.gz (4741085681 bytes)	f58d8bf840a43d52ace6b4a286fd1101	ftp://download.big.ac.cn/gsa/CRA007020/CRR504330/CRR504330_r2.fq.gz							
178	CRR504331	HRB16034	PRJCA009749	CRX444737	fastq	CRR504331_f1.fq.gz (3516970807 bytes)	4b7e5ad5aa18cf564fdb524bc9ae22f2	ftp://download.big.ac.cn/gsa/CRA007020/CRR504331/CRR504331_f1.fq.gz	CRR504331_r2.fq.gz (3755906095 bytes)	e857e3f04fa604bf93d3a02445528646	ftp://download.big.ac.cn/gsa/CRA007020/CRR504331/CRR504331_r2.fq.gz							
179	CRR504332	HRB16037	PRJCA009749	CRX444738	fastq	CRR504332_f1.fq.gz (4268167459 bytes)	3ab994c163319a63b7d0d2f58dbfe578	ftp://download.big.ac.cn/gsa/CRA007020/CRR504332/CRR504332_f1.fq.gz	CRR504332_r2.fq.gz (4625903750 bytes)	a449060c7c5710e0f02393d6764ba5fb	ftp://download.big.ac.cn/gsa/CRA007020/CRR504332/CRR504332_r2.fq.gz							
180	CRR504333	HRB16038	PRJCA009749	CRX444739	fastq	CRR504333_f1.fq.gz (3207582746 bytes)	b0d485c8d09511dc88fd4b002712af5f	ftp://download.big.ac.cn/gsa/CRA007020/CRR504333/CRR504333_f1.fq.gz	CRR504333_r2.fq.gz (3407459834 bytes)	b02584714156fb2443629e01542e20eb	ftp://download.big.ac.cn/gsa/CRA007020/CRR504333/CRR504333_r2.fq.gz							
181	CRR504334	HRB16041	PRJCA009749	CRX444740	fastq	CRR504334_f1.fq.gz (3998765608 bytes)	2eb3998c77c1e6a4d0d7a1d3fc84402a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504334/CRR504334_f1.fq.gz	CRR504334_r2.fq.gz (4362535974 bytes)	f3418df2ecb2595a48d12f00fe1d4663	ftp://download.big.ac.cn/gsa/CRA007020/CRR504334/CRR504334_r2.fq.gz							
182	CRR504335	HRB16044	PRJCA009749	CRX444741	fastq	CRR504335_f1.fq.gz (3306488157 bytes)	80fff8b823e5a70f9883e1e5d209309e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504335/CRR504335_f1.fq.gz	CRR504335_r2.fq.gz (3554222229 bytes)	3604c76f6bc2e3eab353c31f54c8b47c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504335/CRR504335_r2.fq.gz							
183	CRR504336	HRB16045	PRJCA009749	CRX444742	fastq	CRR504336_f1.fq.gz (3279683005 bytes)	2985031fb8b62eaa0844149c1e1a5965	ftp://download.big.ac.cn/gsa/CRA007020/CRR504336/CRR504336_f1.fq.gz	CRR504336_r2.fq.gz (3481256216 bytes)	0f43bda62bf29912d5db15bd0633f21e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504336/CRR504336_r2.fq.gz							
184	CRR504337	HRB16046	PRJCA009749	CRX444743	fastq	CRR504337_f1.fq.gz (3441361628 bytes)	53ed1eacb17678940eb17584258666e7	ftp://download.big.ac.cn/gsa/CRA007020/CRR504337/CRR504337_f1.fq.gz	CRR504337_r2.fq.gz (3726565763 bytes)	d2cc6d520b7e09306d44b05a314807ae	ftp://download.big.ac.cn/gsa/CRA007020/CRR504337/CRR504337_r2.fq.gz							
185	CRR504338	HRB16049	PRJCA009749	CRX444744	fastq	CRR504338_f1.fq.gz (3529309098 bytes)	82766d4b7ea7d5ebf16f2a3fee0595c6	ftp://download.big.ac.cn/gsa/CRA007020/CRR504338/CRR504338_f1.fq.gz	CRR504338_r2.fq.gz (3844196665 bytes)	eda27e3f4dd8cecfce46f66c4fcbba93	ftp://download.big.ac.cn/gsa/CRA007020/CRR504338/CRR504338_r2.fq.gz							
186	CRR504339	HRB16053	PRJCA009749	CRX444745	fastq	CRR504339_f1.fq.gz (4074921392 bytes)	8f76fa7eaae70f0ac9714f52ef7be1af	ftp://download.big.ac.cn/gsa/CRA007020/CRR504339/CRR504339_f1.fq.gz	CRR504339_r2.fq.gz (4473958320 bytes)	40bd891fd4f39e5c6eb6fc1f592c3eaa	ftp://download.big.ac.cn/gsa/CRA007020/CRR504339/CRR504339_r2.fq.gz							
187	CRR504340	HRB16055	PRJCA009749	CRX444746	fastq	CRR504340_f1.fq.gz (3620236130 bytes)	9433fa9499de1a0acb7088d1a9a1beb3	ftp://download.big.ac.cn/gsa/CRA007020/CRR504340/CRR504340_f1.fq.gz	CRR504340_r2.fq.gz (3965506634 bytes)	f43a8ef120f9f4b5eabf24a59ea55f48	ftp://download.big.ac.cn/gsa/CRA007020/CRR504340/CRR504340_r2.fq.gz							
188	CRR504341	HRB16060	PRJCA009749	CRX444747	fastq	CRR504341_f1.fq.gz (3812222184 bytes)	7838e6e306bac97823f9abedb8d52715	ftp://download.big.ac.cn/gsa/CRA007020/CRR504341/CRR504341_f1.fq.gz	CRR504341_r2.fq.gz (4218093140 bytes)	3fe351f9d6f10573ff4884e5c6ae3a0d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504341/CRR504341_r2.fq.gz							
189	CRR504342	HRB16061	PRJCA009749	CRX444748	fastq	CRR504342_f1.fq.gz (4064114156 bytes)	4aa074cce93890d897762df7c28268ce	ftp://download.big.ac.cn/gsa/CRA007020/CRR504342/CRR504342_f1.fq.gz	CRR504342_r2.fq.gz (4364070816 bytes)	1c684d44c1b45c3e26a3c10ccc867524	ftp://download.big.ac.cn/gsa/CRA007020/CRR504342/CRR504342_r2.fq.gz							
190	CRR504343	HRB16070	PRJCA009749	CRX444749	fastq	CRR504343_f1.fq.gz (3459391590 bytes)	059d1e1ee37c7e762cd3188048a78228	ftp://download.big.ac.cn/gsa/CRA007020/CRR504343/CRR504343_f1.fq.gz	CRR504343_r2.fq.gz (3756534261 bytes)	e89045381a3fec08af9e25cc935f1777	ftp://download.big.ac.cn/gsa/CRA007020/CRR504343/CRR504343_r2.fq.gz							
191	CRR504344	HRB16072	PRJCA009749	CRX444750	fastq	CRR504344_f1.fq.gz (3961165848 bytes)	64b9b1624315c90bdf1622000a3b65ba	ftp://download.big.ac.cn/gsa/CRA007020/CRR504344/CRR504344_f1.fq.gz	CRR504344_r2.fq.gz (4396203516 bytes)	2f01ebed017682298cbba0e8e539289a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504344/CRR504344_r2.fq.gz							
192	CRR504345	HRB16073	PRJCA009749	CRX444751	fastq	CRR504345_f1.fq.gz (3350209194 bytes)	1ebe27d1d16c44e6fe0d645d7a314808	ftp://download.big.ac.cn/gsa/CRA007020/CRR504345/CRR504345_f1.fq.gz	CRR504345_r2.fq.gz (3596968052 bytes)	bcd58247c0706a7276f8458423f08731	ftp://download.big.ac.cn/gsa/CRA007020/CRR504345/CRR504345_r2.fq.gz							
193	CRR504346	HRB16074	PRJCA009749	CRX444752	fastq	CRR504346_f1.fq.gz (3832284812 bytes)	4247630402a76c32d7719f9d17e50321	ftp://download.big.ac.cn/gsa/CRA007020/CRR504346/CRR504346_f1.fq.gz	CRR504346_r2.fq.gz (4244556114 bytes)	71ac07afc6fb667407a3b7400cee3ae5	ftp://download.big.ac.cn/gsa/CRA007020/CRR504346/CRR504346_r2.fq.gz							
194	CRR504347	HRB16078	PRJCA009749	CRX444753	fastq	CRR504347_f1.fq.gz (3292796329 bytes)	267c317b46e42116f02135e59cd08171	ftp://download.big.ac.cn/gsa/CRA007020/CRR504347/CRR504347_f1.fq.gz	CRR504347_r2.fq.gz (3484019374 bytes)	a7e6c3c9c2ef1121f18a7b8f17c355c1	ftp://download.big.ac.cn/gsa/CRA007020/CRR504347/CRR504347_r2.fq.gz							
195	CRR504348	HRB16085	PRJCA009749	CRX444754	fastq	CRR504348_f1.fq.gz (3958300744 bytes)	fc3258787d3f8eb322178051d6349f59	ftp://download.big.ac.cn/gsa/CRA007020/CRR504348/CRR504348_f1.fq.gz	CRR504348_r2.fq.gz (4361371825 bytes)	59476b0e0a3c43e75e343c8a12116bcc	ftp://download.big.ac.cn/gsa/CRA007020/CRR504348/CRR504348_r2.fq.gz							
196	CRR504349	HRB16086	PRJCA009749	CRX444755	fastq	CRR504349_f1.fq.gz (3797559410 bytes)	0128bbeb5cc6c48832e2691767a746ab	ftp://download.big.ac.cn/gsa/CRA007020/CRR504349/CRR504349_f1.fq.gz	CRR504349_r2.fq.gz (4213778861 bytes)	53692e2c481932fc6297bf416af89c3b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504349/CRR504349_r2.fq.gz							
197	CRR504350	HRB16088	PRJCA009749	CRX444756	fastq	CRR504350_f1.fq.gz (3213765369 bytes)	6a7a8fc60df773b47ed611d14a020b55	ftp://download.big.ac.cn/gsa/CRA007020/CRR504350/CRR504350_f1.fq.gz	CRR504350_r2.fq.gz (3477615899 bytes)	f9191fac820b3c8ef48f7f02f2c13244	ftp://download.big.ac.cn/gsa/CRA007020/CRR504350/CRR504350_r2.fq.gz							
198	CRR504351	HRB16092	PRJCA009749	CRX444757	fastq	CRR504351_f1.fq.gz (3663782772 bytes)	bd5f9bdb6b5cbdb369f399c13f547998	ftp://download.big.ac.cn/gsa/CRA007020/CRR504351/CRR504351_f1.fq.gz	CRR504351_r2.fq.gz (3919968196 bytes)	19ac08603e883a1b8a87ab0849b794ff	ftp://download.big.ac.cn/gsa/CRA007020/CRR504351/CRR504351_r2.fq.gz							
199	CRR504352	HRB16093	PRJCA009749	CRX444758	fastq	CRR504352_f1.fq.gz (5048891122 bytes)	2f45299f0e0b175a946f5410ef4b7226	ftp://download.big.ac.cn/gsa/CRA007020/CRR504352/CRR504352_f1.fq.gz	CRR504352_r2.fq.gz (5687129507 bytes)	106237041b76008c637cf78c44b4f39a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504352/CRR504352_r2.fq.gz							
200	CRR504353	HRB16095	PRJCA009749	CRX444759	fastq	CRR504353_f1.fq.gz (3336728845 bytes)	7c6009716f7c83d817d28df00ff9a088	ftp://download.big.ac.cn/gsa/CRA007020/CRR504353/CRR504353_f1.fq.gz	CRR504353_r2.fq.gz (3639173669 bytes)	4fa9cc2bde48f0f408c463189fcb564b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504353/CRR504353_r2.fq.gz							
201	CRR504354	HRWC1	PRJCA009749	CRX444760	fastq	CRR504354_f1.fq.gz (3983635302 bytes)	811540f717e011f40aba04ebcf4c2138	ftp://download.big.ac.cn/gsa/CRA007020/CRR504354/CRR504354_f1.fq.gz	CRR504354_r2.fq.gz (4340460501 bytes)	57f2ad7d30e717e37545447d25412172	ftp://download.big.ac.cn/gsa/CRA007020/CRR504354/CRR504354_r2.fq.gz							
202	CRR504355	DKM8	PRJCA009749	CRX444761	fastq	CRR504355_f1.fq.gz (4009585855 bytes)	b6639bcf34524053ff8e05f9b55e7536	ftp://download.big.ac.cn/gsa/CRA007020/CRR504355/CRR504355_f1.fq.gz	CRR504355_r2.fq.gz (4380684313 bytes)	7a774431bd5f64c22ffd04d98e2d6867	ftp://download.big.ac.cn/gsa/CRA007020/CRR504355/CRR504355_r2.fq.gz							
203	CRR504356	HR118Gai	PRJCA009749	CRX444762	fastq	CRR504356_f1.fq.gz (3267939378 bytes)	5f98876c2bba19e348af73e6f35d66ca	ftp://download.big.ac.cn/gsa/CRA007020/CRR504356/CRR504356_f1.fq.gz	CRR504356_r2.fq.gz (3523596242 bytes)	8a5705ab58302aedc44cbdd28f8a19a9	ftp://download.big.ac.cn/gsa/CRA007020/CRR504356/CRR504356_r2.fq.gz							
204	CRR504357	HR1217	PRJCA009749	CRX444763	fastq	CRR504357_f1.fq.gz (3573955058 bytes)	e4eca91f861616edbbc0e28038589907	ftp://download.big.ac.cn/gsa/CRA007020/CRR504357/CRR504357_f1.fq.gz	CRR504357_r2.fq.gz (3884707458 bytes)	65cc4a20ed87f75f441f58243cc5c04e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504357/CRR504357_r2.fq.gz							
205	CRR504358	HR3837	PRJCA009749	CRX444764	fastq	CRR504358_f1.fq.gz (3201972771 bytes)	53a1ccfac737334e4a197c422fdb60b1	ftp://download.big.ac.cn/gsa/CRA007020/CRR504358/CRR504358_f1.fq.gz	CRR504358_r2.fq.gz (3451308237 bytes)	ff557d834fea7382b8084a7e83e702b9	ftp://download.big.ac.cn/gsa/CRA007020/CRR504358/CRR504358_r2.fq.gz							
206	CRR504359	HR6564	PRJCA009749	CRX444765	fastq	CRR504359_f1.fq.gz (3180476810 bytes)	7734968f011836dfb2d78aa640aae4a4	ftp://download.big.ac.cn/gsa/CRA007020/CRR504359/CRR504359_f1.fq.gz	CRR504359_r2.fq.gz (3480835221 bytes)	18a7dc22b9540e6b7feec8a5a442f7e4	ftp://download.big.ac.cn/gsa/CRA007020/CRR504359/CRR504359_r2.fq.gz							
