ID	Accession	Run title	BioProject accession	Experiment accession	Run data file type	File name 1	MD5 checksum 1	DownLoad1	File name 2	MD5 checksum 2	DownLoad2	Reference file name	MD5 for reference file	Assembly Name or Accession	Assembly Accession URL	other_db	accession_in_other_db	other_db_url
1297	CRR505450	PHEG9	PRJCA009749	CRX445856	fastq	CRR505450_f1.fq.gz (3900315458 bytes)	cf22d2a4d6d0bbcb4edf4d777f07f4ff	ftp://download.big.ac.cn/gsa/CRA007020/CRR505450/CRR505450_f1.fq.gz	CRR505450_r2.fq.gz (4310687588 bytes)	eb8ef40dd19dac75294afc21144f67a5	ftp://download.big.ac.cn/gsa/CRA007020/CRR505450/CRR505450_r2.fq.gz							
1298	CRR505451	PHHB4	PRJCA009749	CRX445857	fastq	CRR505451_f1.fq.gz (3958985453 bytes)	d7814c57de487ad97ff4d91b7df4973d	ftp://download.big.ac.cn/gsa/CRA007020/CRR505451/CRR505451_f1.fq.gz	CRR505451_r2.fq.gz (4422755434 bytes)	068775b1452cf6b5a76c5698455c6334	ftp://download.big.ac.cn/gsa/CRA007020/CRR505451/CRR505451_r2.fq.gz							
1299	CRR505452	FR19	PRJCA009749	CRX445858	fastq	CRR505452_f1.fq.gz (3974930663 bytes)	6a9a1fa9465df92129fa3a4c3ade3f4e	ftp://download.big.ac.cn/gsa/CRA007020/CRR505452/CRR505452_f1.fq.gz	CRR505452_r2.fq.gz (4491191209 bytes)	eb4b40cc0fe2712567f24567cdf2810a	ftp://download.big.ac.cn/gsa/CRA007020/CRR505452/CRR505452_r2.fq.gz							
1300	CRR505453	LH39	PRJCA009749	CRX445859	fastq	CRR505453_f1.fq.gz (3347153508 bytes)	d556f5bc2a9474be127c6a95b3905e05	ftp://download.big.ac.cn/gsa/CRA007020/CRR505453/CRR505453_f1.fq.gz	CRR505453_r2.fq.gz (3710107738 bytes)	efa764ab706c16928eaf9449d4f16009	ftp://download.big.ac.cn/gsa/CRA007020/CRR505453/CRR505453_r2.fq.gz							
1301	CRR505454	PHG50	PRJCA009749	CRX445860	fastq	CRR505454_f1.fq.gz (4014655563 bytes)	e938044669663b34f4f62e398c550a2e	ftp://download.big.ac.cn/gsa/CRA007020/CRR505454/CRR505454_f1.fq.gz	CRR505454_r2.fq.gz (4547575618 bytes)	d44b52853c8bb5b1bf840c743f0382f2	ftp://download.big.ac.cn/gsa/CRA007020/CRR505454/CRR505454_r2.fq.gz							
1302	CRR505455	B47	PRJCA009749	CRX445861	fastq	CRR505455_f1.fq.gz (3911897200 bytes)	82c30cc9911ab3013a2d141d9b1fda3d	ftp://download.big.ac.cn/gsa/CRA007020/CRR505455/CRR505455_f1.fq.gz	CRR505455_r2.fq.gz (4570114450 bytes)	90a99bd470664d4292681f7d861d0c18	ftp://download.big.ac.cn/gsa/CRA007020/CRR505455/CRR505455_r2.fq.gz							
1303	CRR505456	PHG71	PRJCA009749	CRX445862	fastq	CRR505456_f1.fq.gz (3626260988 bytes)	1a943ab162a31cf593d3599b7ce3e8af	ftp://download.big.ac.cn/gsa/CRA007020/CRR505456/CRR505456_f1.fq.gz	CRR505456_r2.fq.gz (4036104247 bytes)	fc8a008b8273330ec87189c709ba4997	ftp://download.big.ac.cn/gsa/CRA007020/CRR505456/CRR505456_r2.fq.gz							
1304	CRR505457	LH150	PRJCA009749	CRX445863	fastq	CRR505457_f1.fq.gz (3882935701 bytes)	52014d83afb373a902a5ca0744b222ac	ftp://download.big.ac.cn/gsa/CRA007020/CRR505457/CRR505457_f1.fq.gz	CRR505457_r2.fq.gz (4332345966 bytes)	2403e73bc375b43fb3947c347a4fe3b6	ftp://download.big.ac.cn/gsa/CRA007020/CRR505457/CRR505457_r2.fq.gz							
1305	CRR505458	LH57	PRJCA009749	CRX445864	fastq	CRR505458_f1.fq.gz (4006026270 bytes)	77efdc892415595bc650f7578b150f5a	ftp://download.big.ac.cn/gsa/CRA007020/CRR505458/CRR505458_f1.fq.gz	CRR505458_r2.fq.gz (4417786029 bytes)	5ad9498930cfee6a2d9f3ca71ca0cf16	ftp://download.big.ac.cn/gsa/CRA007020/CRR505458/CRR505458_r2.fq.gz							
1306	CRR505459	PHG47	PRJCA009749	CRX445865	fastq	CRR505459_f1.fq.gz (4494107021 bytes)	3bcc30eb1755ae02bff6a9d96dabc966	ftp://download.big.ac.cn/gsa/CRA007020/CRR505459/CRR505459_f1.fq.gz	CRR505459_r2.fq.gz (5388909702 bytes)	9663014e8cdac58e47ce029eade76f34	ftp://download.big.ac.cn/gsa/CRA007020/CRR505459/CRR505459_r2.fq.gz							
1307	CRR505460	PHR36	PRJCA009749	CRX445866	fastq	CRR505460_f1.fq.gz (3926629854 bytes)	d4b794cd3eb9440b25e720c4875eeab8	ftp://download.big.ac.cn/gsa/CRA007020/CRR505460/CRR505460_f1.fq.gz	CRR505460_r2.fq.gz (4377020646 bytes)	f8c2fba3958c1af75c779f9a57e1b566	ftp://download.big.ac.cn/gsa/CRA007020/CRR505460/CRR505460_r2.fq.gz							
1308	CRR505461	LH60	PRJCA009749	CRX445867	fastq	CRR505461_f1.fq.gz (3983581176 bytes)	59ce331d01922c337edf6db9c1d60455	ftp://download.big.ac.cn/gsa/CRA007020/CRR505461/CRR505461_f1.fq.gz	CRR505461_r2.fq.gz (4478432186 bytes)	cc0f634b38c664f8a643c41970b71aeb	ftp://download.big.ac.cn/gsa/CRA007020/CRR505461/CRR505461_r2.fq.gz							
1309	CRR505462	FBHJ	PRJCA009749	CRX445868	fastq	CRR505462_f1.fq.gz (4037344951 bytes)	daf5c62a98942cddea39b6284d0397c3	ftp://download.big.ac.cn/gsa/CRA007020/CRR505462/CRR505462_f1.fq.gz	CRR505462_r2.fq.gz (4545619317 bytes)	e8eeecad2943d99565016325f793433e	ftp://download.big.ac.cn/gsa/CRA007020/CRR505462/CRR505462_r2.fq.gz							
1310	CRR505463	MBPM	PRJCA009749	CRX445869	fastq	CRR505463_f1.fq.gz (3900967605 bytes)	899ec674358679734a3eff8812036ac8	ftp://download.big.ac.cn/gsa/CRA007020/CRR505463/CRR505463_f1.fq.gz	CRR505463_r2.fq.gz (4433416056 bytes)	840ddd018908b6541d5784b3d57f9ecc	ftp://download.big.ac.cn/gsa/CRA007020/CRR505463/CRR505463_r2.fq.gz							
1311	CRR505464	PB80	PRJCA009749	CRX445870	fastq	CRR505464_f1.fq.gz (4756296675 bytes)	ad51a498cf0fec86187ed4f564ac3c99	ftp://download.big.ac.cn/gsa/CRA007020/CRR505464/CRR505464_f1.fq.gz	CRR505464_r2.fq.gz (5793725449 bytes)	9c9b3651d6b8c4c0d99621be027c2efb	ftp://download.big.ac.cn/gsa/CRA007020/CRR505464/CRR505464_r2.fq.gz							
1312	CRR505465	PHG86	PRJCA009749	CRX445871	fastq	CRR505465_f1.fq.gz (4041403650 bytes)	8300adc0831cbe24798910fd7de43429	ftp://download.big.ac.cn/gsa/CRA007020/CRR505465/CRR505465_f1.fq.gz	CRR505465_r2.fq.gz (4541399602 bytes)	3475bfceed34927c5e4ad541bb4b59fa	ftp://download.big.ac.cn/gsa/CRA007020/CRR505465/CRR505465_r2.fq.gz							
1313	CRR505466	790	PRJCA009749	CRX445872	fastq	CRR505466_f1.fq.gz (4052237935 bytes)	287cfa499f796d05ee43a903739526c7	ftp://download.big.ac.cn/gsa/CRA007020/CRR505466/CRR505466_f1.fq.gz	CRR505466_r2.fq.gz (4626321280 bytes)	a675a15a658c2bf0b73457a4687361d8	ftp://download.big.ac.cn/gsa/CRA007020/CRR505466/CRR505466_r2.fq.gz							
1314	CRR505467	PHK76	PRJCA009749	CRX445873	fastq	CRR505467_f1.fq.gz (4299739661 bytes)	2b44dcae624bfdc623c407fc919c6e88	ftp://download.big.ac.cn/gsa/CRA007020/CRR505467/CRR505467_f1.fq.gz	CRR505467_r2.fq.gz (4812269172 bytes)	dfde3389f2047a961d41ca7b5cdb44d0	ftp://download.big.ac.cn/gsa/CRA007020/CRR505467/CRR505467_r2.fq.gz							
1315	CRR505468	PHT77	PRJCA009749	CRX445874	fastq	CRR505468_f1.fq.gz (3820367822 bytes)	a4ffe032ded9aaef7216e15018a0a13e	ftp://download.big.ac.cn/gsa/CRA007020/CRR505468/CRR505468_f1.fq.gz	CRR505468_r2.fq.gz (4315847512 bytes)	55261a85a9cbf6be10b984ff7d2c25e8	ftp://download.big.ac.cn/gsa/CRA007020/CRR505468/CRR505468_r2.fq.gz							
1316	CRR505469	6M502	PRJCA009749	CRX445875	fastq	CRR505469_f1.fq.gz (4032532333 bytes)	f6388c2debe3cfb5a2f5ed04ff1970a7	ftp://download.big.ac.cn/gsa/CRA007020/CRR505469/CRR505469_f1.fq.gz	CRR505469_r2.fq.gz (4627371749 bytes)	913d9e9df69ea86e0687bd49f8c02965	ftp://download.big.ac.cn/gsa/CRA007020/CRR505469/CRR505469_r2.fq.gz							
1317	CRR505470	PHW52	PRJCA009749	CRX445876	fastq	CRR505470_f1.fq.gz (4189897751 bytes)	8b30295580358dd1b53a9e36cfe30a6a	ftp://download.big.ac.cn/gsa/CRA007020/CRR505470/CRR505470_f1.fq.gz	CRR505470_r2.fq.gz (4787874745 bytes)	61de80266ca99a91f0b518709357068f	ftp://download.big.ac.cn/gsa/CRA007020/CRR505470/CRR505470_r2.fq.gz							
1318	CRR505471	WIL900	PRJCA009749	CRX445877	fastq	CRR505471_f1.fq.gz (3985437229 bytes)	86a7957101aad3ba55739f504f620657	ftp://download.big.ac.cn/gsa/CRA007020/CRR505471/CRR505471_f1.fq.gz	CRR505471_r2.fq.gz (4671447573 bytes)	4443340ce6cecb496e75af89772bc0fb	ftp://download.big.ac.cn/gsa/CRA007020/CRR505471/CRR505471_r2.fq.gz							
1319	CRR505472	4N506	PRJCA009749	CRX445878	fastq	CRR505472_f1.fq.gz (3611688476 bytes)	b79c2a8329e3e794c2839bfcff01fa2c	ftp://download.big.ac.cn/gsa/CRA007020/CRR505472/CRR505472_f1.fq.gz	CRR505472_r2.fq.gz (3977320406 bytes)	7c9ac8a714bdedec6ee9acaff2fb2684	ftp://download.big.ac.cn/gsa/CRA007020/CRR505472/CRR505472_r2.fq.gz							
1320	CRR505473	PHK35	PRJCA009749	CRX445879	fastq	CRR505473_f1.fq.gz (3992333999 bytes)	362851ab05bf06c8c1726c16e33015fb	ftp://download.big.ac.cn/gsa/CRA007020/CRR505473/CRR505473_f1.fq.gz	CRR505473_r2.fq.gz (4601217653 bytes)	8edba72807f159673371df5d17f97153	ftp://download.big.ac.cn/gsa/CRA007020/CRR505473/CRR505473_r2.fq.gz							
1321	CRR505474	PHN29	PRJCA009749	CRX445880	fastq	CRR505474_f1.fq.gz (2971468140 bytes)	844bc7251fc6a1bb99a8d1423f3af5d0	ftp://download.big.ac.cn/gsa/CRA007020/CRR505474/CRR505474_f1.fq.gz	CRR505474_r2.fq.gz (3560703694 bytes)	3898861f1cec6b92913ccf7bc37fabf0	ftp://download.big.ac.cn/gsa/CRA007020/CRR505474/CRR505474_r2.fq.gz							
1322	CRR505475	PHR63	PRJCA009749	CRX445881	fastq	CRR505475_f1.fq.gz (3768128978 bytes)	cc97e8b998068f2f462200ab3cb585ae	ftp://download.big.ac.cn/gsa/CRA007020/CRR505475/CRR505475_f1.fq.gz	CRR505475_r2.fq.gz (4460539011 bytes)	04c73604b6f4f419447045973cea4227	ftp://download.big.ac.cn/gsa/CRA007020/CRR505475/CRR505475_r2.fq.gz							
1323	CRR505476	PHW03	PRJCA009749	CRX445882	fastq	CRR505476_f1.fq.gz (4074193016 bytes)	8f2d3d9575b4f1e69c4b9b45d9ad0227	ftp://download.big.ac.cn/gsa/CRA007020/CRR505476/CRR505476_f1.fq.gz	CRR505476_r2.fq.gz (4553411787 bytes)	414cde501d40888bf0052434e30279c2	ftp://download.big.ac.cn/gsa/CRA007020/CRR505476/CRR505476_r2.fq.gz							
1324	CRR505477	PHW20	PRJCA009749	CRX445883	fastq	CRR505477_f1.fq.gz (4070639088 bytes)	1290d33993fcdeb5cd413380ee166186	ftp://download.big.ac.cn/gsa/CRA007020/CRR505477/CRR505477_f1.fq.gz	CRR505477_r2.fq.gz (4490226746 bytes)	5026df39a4a958ce7a80bc671bda8d5b	ftp://download.big.ac.cn/gsa/CRA007020/CRR505477/CRR505477_r2.fq.gz							
1325	CRR505478	LH284	PRJCA009749	CRX445884	fastq	CRR505478_f1.fq.gz (4181730640 bytes)	d98bfe8fd011785b1816d4a7935570bb	ftp://download.big.ac.cn/gsa/CRA007020/CRR505478/CRR505478_f1.fq.gz	CRR505478_r2.fq.gz (4688553163 bytes)	dfefbfa58a9ffd6fff5111f4bb399ca5	ftp://download.big.ac.cn/gsa/CRA007020/CRR505478/CRR505478_r2.fq.gz							
1326	CRR505479	PHK56	PRJCA009749	CRX445885	fastq	CRR505479_f1.fq.gz (4192272894 bytes)	4558e261a5b08ce045af84d06c51257e	ftp://download.big.ac.cn/gsa/CRA007020/CRR505479/CRR505479_f1.fq.gz	CRR505479_r2.fq.gz (4644897707 bytes)	cef0236480b04fb15b4d7496115f8800	ftp://download.big.ac.cn/gsa/CRA007020/CRR505479/CRR505479_r2.fq.gz							
1327	CRR505480	PHT47	PRJCA009749	CRX445886	fastq	CRR505480_f1.fq.gz (4153432560 bytes)	c9cb5dd5adc5f5fae532f26c1b8dcc9c	ftp://download.big.ac.cn/gsa/CRA007020/CRR505480/CRR505480_f1.fq.gz	CRR505480_r2.fq.gz (4828174503 bytes)	bcf597850ba743c3bc93b328cd9e668d	ftp://download.big.ac.cn/gsa/CRA007020/CRR505480/CRR505480_r2.fq.gz							
1328	CRR505481	3IIH6	PRJCA009749	CRX445887	fastq	CRR505481_f1.fq.gz (3930510618 bytes)	33ae9de6b7262bc686ccdd09f41fc24f	ftp://download.big.ac.cn/gsa/CRA007020/CRR505481/CRR505481_f1.fq.gz	CRR505481_r2.fq.gz (4484712252 bytes)	02bae8474f093f77f05095febb65ff92	ftp://download.big.ac.cn/gsa/CRA007020/CRR505481/CRR505481_r2.fq.gz							
1329	CRR505482	FAPW	PRJCA009749	CRX445888	fastq	CRR505482_f1.fq.gz (3986155597 bytes)	6f50aefcd215bdd5f7344117d73cdfbb	ftp://download.big.ac.cn/gsa/CRA007020/CRR505482/CRR505482_f1.fq.gz	CRR505482_r2.fq.gz (4613978283 bytes)	de3cffe470cda396af3400bf0a384c59	ftp://download.big.ac.cn/gsa/CRA007020/CRR505482/CRR505482_r2.fq.gz							
1330	CRR505483	PHG39	PRJCA009749	CRX445889	fastq	CRR505483_f1.fq.gz (3741237275 bytes)	2ec00bd3fc8d7edad42765ce382af3db	ftp://download.big.ac.cn/gsa/CRA007020/CRR505483/CRR505483_f1.fq.gz	CRR505483_r2.fq.gz (4512416012 bytes)	fd13678f4cc1266926e68a5fde63b15e	ftp://download.big.ac.cn/gsa/CRA007020/CRR505483/CRR505483_r2.fq.gz							
1331	CRR505484	207	PRJCA009749	CRX445890	fastq	CRR505484_f1.fq.gz (3840913281 bytes)	c9a8f08e4a7c6f22980bbcd30943330a	ftp://download.big.ac.cn/gsa/CRA007020/CRR505484/CRR505484_f1.fq.gz	CRR505484_r2.fq.gz (4315884466 bytes)	8dd91762f7aeae3117f35f87ac1032e6	ftp://download.big.ac.cn/gsa/CRA007020/CRR505484/CRR505484_r2.fq.gz							
1332	CRR505485	LH82	PRJCA009749	CRX445891	fastq	CRR505485_f1.fq.gz (3555547037 bytes)	7acd5e494a4b2033a52b2d4890d3a7a2	ftp://download.big.ac.cn/gsa/CRA007020/CRR505485/CRR505485_f1.fq.gz	CRR505485_r2.fq.gz (4040815064 bytes)	c3531c1296356acece4074657e834f6d	ftp://download.big.ac.cn/gsa/CRA007020/CRR505485/CRR505485_r2.fq.gz							
1333	CRR505486	PHG72	PRJCA009749	CRX445892	fastq	CRR505486_f1.fq.gz (3731121016 bytes)	f5e34aa7ff7931d603783aa8988fc626	ftp://download.big.ac.cn/gsa/CRA007020/CRR505486/CRR505486_f1.fq.gz	CRR505486_r2.fq.gz (4258053364 bytes)	af80ba767a4b1cf0d597f694b3312a80	ftp://download.big.ac.cn/gsa/CRA007020/CRR505486/CRR505486_r2.fq.gz							
1334	CRR505487	E8501	PRJCA009749	CRX445893	fastq	CRR505487_f1.fq.gz (3934282185 bytes)	226b707a77e8ab3535561029993a4f4a	ftp://download.big.ac.cn/gsa/CRA007020/CRR505487/CRR505487_f1.fq.gz	CRR505487_r2.fq.gz (4419861354 bytes)	e8973fc953b152a34b6f46aef1d2a691	ftp://download.big.ac.cn/gsa/CRA007020/CRR505487/CRR505487_r2.fq.gz							
1335	CRR505488	CNH3754	PRJCA009749	CRX445894	fastq	CRR505488_f1.fq.gz (3766172521 bytes)	c49dbb367bc40440d4b9f5de6782b0be	ftp://download.big.ac.cn/gsa/CRA007020/CRR505488/CRR505488_f1.fq.gz	CRR505488_r2.fq.gz (4290620101 bytes)	f8de8c0eeabe62cd1e2d24c1ed0cc174	ftp://download.big.ac.cn/gsa/CRA007020/CRR505488/CRR505488_r2.fq.gz							
1336	CRR505489	Xunshi104_8	PRJCA009749	CRX445895	fastq	CRR505489_f1.fq.gz (3633498101 bytes)	f031412a111ed747843822f9f77abf86	ftp://download.big.ac.cn/gsa/CRA007020/CRR505489/CRR505489_f1.fq.gz	CRR505489_r2.fq.gz (4177654951 bytes)	f6935c030589b5be213101bd4757e1cc	ftp://download.big.ac.cn/gsa/CRA007020/CRR505489/CRR505489_r2.fq.gz							
1337	CRR505490	F62	PRJCA009749	CRX445896	fastq	CRR505490_f1.fq.gz (3702298556 bytes)	c6aa92b94346bf9a71041e5db654dc38	ftp://download.big.ac.cn/gsa/CRA007020/CRR505490/CRR505490_f1.fq.gz	CRR505490_r2.fq.gz (4089424575 bytes)	190d5e51427ce3bec812c5643a44658a	ftp://download.big.ac.cn/gsa/CRA007020/CRR505490/CRR505490_r2.fq.gz							
1338	CRR505491	Jing2416	PRJCA009749	CRX445897	fastq	CRR505491_f1.fq.gz (3773163038 bytes)	7380a6d32ede22baba755a9363b3f83b	ftp://download.big.ac.cn/gsa/CRA007020/CRR505491/CRR505491_f1.fq.gz	CRR505491_r2.fq.gz (4239678574 bytes)	27d6fae270a492448dd988a0a8206f7b	ftp://download.big.ac.cn/gsa/CRA007020/CRR505491/CRR505491_r2.fq.gz							
1339	CRR505492	150_4	PRJCA009749	CRX445898	fastq	CRR505492_f1.fq.gz (3492983587 bytes)	c60cba4ef4fb4b575d8a99d6607dc0c9	ftp://download.big.ac.cn/gsa/CRA007020/CRR505492/CRR505492_f1.fq.gz	CRR505492_r2.fq.gz (3664067090 bytes)	59f39dae7ccb3987e45c4d91fd2995cd	ftp://download.big.ac.cn/gsa/CRA007020/CRR505492/CRR505492_r2.fq.gz							
1340	CRR505493	M81708634	PRJCA009749	CRX445899	fastq	CRR505493_f1.fq.gz (3683915000 bytes)	18c06b2171cdafacb389544cb369cde4	ftp://download.big.ac.cn/gsa/CRA007020/CRR505493/CRR505493_f1.fq.gz	CRR505493_r2.fq.gz (3833698623 bytes)	d858e987cb356c5ebb3297d7a8a0e183	ftp://download.big.ac.cn/gsa/CRA007020/CRR505493/CRR505493_r2.fq.gz							
1341	CRR505494	7026B	PRJCA009749	CRX445900	fastq	CRR505494_f1.fq.gz (3737251643 bytes)	8450afb887af514a7685cc410d995bb7	ftp://download.big.ac.cn/gsa/CRA007020/CRR505494/CRR505494_f1.fq.gz	CRR505494_r2.fq.gz (3846212992 bytes)	3edf3e408ec915cf5889a51452a3c000	ftp://download.big.ac.cn/gsa/CRA007020/CRR505494/CRR505494_r2.fq.gz							
1342	CRR505495	446	PRJCA009749	CRX445901	fastq	CRR505495_f1.fq.gz (4300138287 bytes)	8534c29cf7f6a2824edb866250c6a50c	ftp://download.big.ac.cn/gsa/CRA007020/CRR505495/CRR505495_f1.fq.gz	CRR505495_r2.fq.gz (4577274446 bytes)	a22aeba503471d7a88f38a9733346423	ftp://download.big.ac.cn/gsa/CRA007020/CRR505495/CRR505495_r2.fq.gz							
1343	CRR505496	GEMS40	PRJCA009749	CRX445902	fastq	CRR505496_f1.fq.gz (2644838366 bytes)	4536f3d578a9c91596e139ea22b880c7	ftp://download.big.ac.cn/gsa/CRA007020/CRR505496/CRR505496_f1.fq.gz	CRR505496_r2.fq.gz (2764394000 bytes)	30020d21f8a2b0be9216ec9fafa8c1c7	ftp://download.big.ac.cn/gsa/CRA007020/CRR505496/CRR505496_r2.fq.gz							
1344	CRR505497	GM462	PRJCA009749	CRX445903	fastq	CRR505497_f1.fq.gz (3858973308 bytes)	0c785bd4b9d99c340a36e1f6eb4787d5	ftp://download.big.ac.cn/gsa/CRA007020/CRR505497/CRR505497_f1.fq.gz	CRR505497_r2.fq.gz (4328868276 bytes)	d79b6e4bfbb1d52e59b392f4f968873a	ftp://download.big.ac.cn/gsa/CRA007020/CRR505497/CRR505497_r2.fq.gz							
1345	CRR505498	GM406	PRJCA009749	CRX445904	fastq	CRR505498_f1.fq.gz (3631206933 bytes)	99f3a677ede615fd62656c80273c1737	ftp://download.big.ac.cn/gsa/CRA007020/CRR505498/CRR505498_f1.fq.gz	CRR505498_r2.fq.gz (3893469370 bytes)	d8d1334643b2e13a95f73a771968aac9	ftp://download.big.ac.cn/gsa/CRA007020/CRR505498/CRR505498_r2.fq.gz							
1346	CRR505499	GM571	PRJCA009749	CRX445905	fastq	CRR505499_f1.fq.gz (3709310976 bytes)	95ba72a10c37a4eac95bafb2c0129b89	ftp://download.big.ac.cn/gsa/CRA007020/CRR505499/CRR505499_f1.fq.gz	CRR505499_r2.fq.gz (3974104743 bytes)	b2bd0349e355babcf3cdca3ddda65a20	ftp://download.big.ac.cn/gsa/CRA007020/CRR505499/CRR505499_r2.fq.gz							
1347	CRR505500	GM566	PRJCA009749	CRX445906	fastq	CRR505500_f1.fq.gz (3816668937 bytes)	42a14ad88f0e6b805c01faa6fbc49860	ftp://download.big.ac.cn/gsa/CRA007020/CRR505500/CRR505500_f1.fq.gz	CRR505500_r2.fq.gz (4302116483 bytes)	63c667b6fed727c774fcec95417548cc	ftp://download.big.ac.cn/gsa/CRA007020/CRR505500/CRR505500_r2.fq.gz							
1348	CRR505501	17MC3255	PRJCA009749	CRX445907	fastq	CRR505501_f1.fq.gz (4189547992 bytes)	fea63768ed30ec46d36407e9df45bbd6	ftp://download.big.ac.cn/gsa/CRA007020/CRR505501/CRR505501_f1.fq.gz	CRR505501_r2.fq.gz (4392717684 bytes)	7539bb5e0ac974a2cf961f2115ccea27	ftp://download.big.ac.cn/gsa/CRA007020/CRR505501/CRR505501_r2.fq.gz							
1349	CRR505502	17MC2621	PRJCA009749	CRX445908	fastq	CRR505502_f1.fq.gz (2946007161 bytes)	f508c9e841c8b74da47010daa5f5901e	ftp://download.big.ac.cn/gsa/CRA007020/CRR505502/CRR505502_f1.fq.gz	CRR505502_r2.fq.gz (3017289142 bytes)	ba648ea01f2c04b179a06acc02abce21	ftp://download.big.ac.cn/gsa/CRA007020/CRR505502/CRR505502_r2.fq.gz							
1350	CRR505503	17MC2622	PRJCA009749	CRX445909	fastq	CRR505503_f1.fq.gz (3665365220 bytes)	328dc96530cc2f56b6ced33688d42d27	ftp://download.big.ac.cn/gsa/CRA007020/CRR505503/CRR505503_f1.fq.gz	CRR505503_r2.fq.gz (3801277125 bytes)	ad099b17c0daed0f9a72fa4e1669f648	ftp://download.big.ac.cn/gsa/CRA007020/CRR505503/CRR505503_r2.fq.gz							
1351	CRR505504	17MC2623	PRJCA009749	CRX445910	fastq	CRR505504_f1.fq.gz (2888515863 bytes)	8ddb6a4f6efc2297a15ef96c101f6c35	ftp://download.big.ac.cn/gsa/CRA007020/CRR505504/CRR505504_f1.fq.gz	CRR505504_r2.fq.gz (3069562877 bytes)	3278eca9627b061ac7041973a409115c	ftp://download.big.ac.cn/gsa/CRA007020/CRR505504/CRR505504_r2.fq.gz							
1352	CRR505505	17MC2624	PRJCA009749	CRX445911	fastq	CRR505505_f1.fq.gz (4314673423 bytes)	4bc4dadf903488d9a253fbcfaf37200f	ftp://download.big.ac.cn/gsa/CRA007020/CRR505505/CRR505505_f1.fq.gz	CRR505505_r2.fq.gz (4466032367 bytes)	df452c7a46b1b3b6dbc8b92f245dd194	ftp://download.big.ac.cn/gsa/CRA007020/CRR505505/CRR505505_r2.fq.gz							
1353	CRR505506	17MC2627	PRJCA009749	CRX445912	fastq	CRR505506_f1.fq.gz (3430227907 bytes)	e131186810b5446d874da72235e7dd31	ftp://download.big.ac.cn/gsa/CRA007020/CRR505506/CRR505506_f1.fq.gz	CRR505506_r2.fq.gz (3550129363 bytes)	cd8f81f5dc6d881a93a61cca75c78983	ftp://download.big.ac.cn/gsa/CRA007020/CRR505506/CRR505506_r2.fq.gz							
1354	CRR505507	17MC2629	PRJCA009749	CRX445913	fastq	CRR505507_f1.fq.gz (4215494738 bytes)	d66011a84ced611ed3c114da9e691edb	ftp://download.big.ac.cn/gsa/CRA007020/CRR505507/CRR505507_f1.fq.gz	CRR505507_r2.fq.gz (4549057787 bytes)	74b0f87e32725b58e29f7b7410e07e4f	ftp://download.big.ac.cn/gsa/CRA007020/CRR505507/CRR505507_r2.fq.gz							
1355	CRR505508	17MC2630	PRJCA009749	CRX445914	fastq	CRR505508_f1.fq.gz (3826129875 bytes)	7bd9fc39a3d56672ac983cf10381ddd0	ftp://download.big.ac.cn/gsa/CRA007020/CRR505508/CRR505508_f1.fq.gz	CRR505508_r2.fq.gz (4110352764 bytes)	b83726ad3cde3cd14e95760b96eef414	ftp://download.big.ac.cn/gsa/CRA007020/CRR505508/CRR505508_r2.fq.gz							
1356	CRR505509	17MC2632	PRJCA009749	CRX445915	fastq	CRR505509_f1.fq.gz (4236372303 bytes)	3221a3b40810bf7410fcbbc6870c25eb	ftp://download.big.ac.cn/gsa/CRA007020/CRR505509/CRR505509_f1.fq.gz	CRR505509_r2.fq.gz (4439297393 bytes)	f68093d35ceb3f09001670bd0d7c5233	ftp://download.big.ac.cn/gsa/CRA007020/CRR505509/CRR505509_r2.fq.gz							
1357	CRR505510	17MC2633	PRJCA009749	CRX445916	fastq	CRR505510_f1.fq.gz (3501218760 bytes)	7e1302fa03989352ec7c3539bcd6a282	ftp://download.big.ac.cn/gsa/CRA007020/CRR505510/CRR505510_f1.fq.gz	CRR505510_r2.fq.gz (3592357123 bytes)	c5bf655addfd89f810934ea81c7d74fe	ftp://download.big.ac.cn/gsa/CRA007020/CRR505510/CRR505510_r2.fq.gz							
1358	CRR505511	17MC2635	PRJCA009749	CRX445917	fastq	CRR505511_f1.fq.gz (3499213991 bytes)	33e3c11c26e10c9be4d8ffdc077e7938	ftp://download.big.ac.cn/gsa/CRA007020/CRR505511/CRR505511_f1.fq.gz	CRR505511_r2.fq.gz (3570784866 bytes)	6d81d04ead0a4fd1ea0b7c82de70a23b	ftp://download.big.ac.cn/gsa/CRA007020/CRR505511/CRR505511_r2.fq.gz							
1359	CRR505512	17MC2636	PRJCA009749	CRX445918	fastq	CRR505512_f1.fq.gz (4133824679 bytes)	9fae90b6a169446e2b3678fb2e6671f2	ftp://download.big.ac.cn/gsa/CRA007020/CRR505512/CRR505512_f1.fq.gz	CRR505512_r2.fq.gz (4391073726 bytes)	fe98dc9f7d3f2fbf68a3068e0591193d	ftp://download.big.ac.cn/gsa/CRA007020/CRR505512/CRR505512_r2.fq.gz							
